Key,english,french,spanish,german,polish,brazilian,russian,turkish,tchinese
FuriousRamsayPetMechanicalCoyoteDesc,Chest containing a single baby Mechanical Coyote Pet with 200 life that regenerates 1 life every 3 seconds.\n\nNew pets can only be placed once every 3 real-time hours or if you kill a pet yourself to replace it.,Coffre contenant un seul bébé coyote mécanique avec 200 points de vie qui régénère 1 point de vie toutes les 3 secondes.\n\nLes nouveaux animaux de compagnie ne peuvent être placés qu'une fois toutes les 3 heures en temps réel ou si vous tuez vous-même un animal de compagnie pour le remplacer.,Cofre que contiene una sola mascota coyote mecánico bebé con 200 vidas que regenera 1 vida cada 3 segundos.\n\nSolo se pueden colocar nuevas mascotas una vez cada 3 horas en tiempo real o si matas a una mascota tú mismo para reemplazarla.,"Truhe mit einem einzelnen mechanischen Kojotenbaby als Haustier mit 200 Lebenspunkten, das alle 3 Sekunden 1 Lebenspunkt regeneriert.\n\nNeue Haustiere können nur einmal alle 3 Echtzeitstunden platziert werden oder wenn man ein Haustier selbst tötet, um es zu ersetzen.","Skrzynia zawierająca jednego małego mechanicznego kojota z 200 punktami życia, który regeneruje 1 punkt życia co 3 sekundy.\n\nNowe zwierzęta można umieszczać tylko raz na 3 godziny czasu rzeczywistego lub jeśli sam zabijesz zwierzę, aby je zastąpić.",Baú contendo um único filhote de Coiote Mecânico de estimação com 200 de vida que regenera 1 de vida a cada 3 segundos.\n\nNovos animais de estimação só podem ser colocados uma vez a cada 3 horas em tempo real ou se você matar um animal de estimação para substituí-lo.,"Сундук, содержащий одного детеныша механического койота с 200 ед. жизни, который восстанавливает 1 ед. жизни каждые 3 секунды.\n\nНовых питомцев можно добавлять только один раз каждые 3 часа реального времени или если вы сами убьете питомца, чтобы заменить его.",200 cana sahip ve her 3 saniyede 1 can yenileyen tek bir Mekanik Çakal Evcil Hayvan yavrusu içeren sandık.\n\nYeni evcil hayvanlar yalnızca her 3 gerçek zamanlı saatte bir veya kendiniz bir evcil hayvanı öldürüp yenisini koymanız durumunda yerleştirilebilir.,包含一隻擁有200點生命值的幼型機械土狼寵物，每3秒回復1點生命值。\n\n新寵物只能每3個現實小時放置一次，或者你自己殺死寵物來替換。
FuriousRamsayPetMechanicalDog,Baby Mechanical Dog Pet,Chiot mécanique animal de compagnie,Mascota perro mecánica bebé,Mechanisches Babyhund-Haustier,Mechaniczny piesek dla niemowląt,Cachorro Mecânico Bebê de Estimação,Механическая собака-питомец,Bebek Mekanik Köpek Evcil Hayvanı,幼型機械狗寵物
FuriousRamsayPetMechanicalDogDesc,Chest containing a single baby Mechanical Dog Pet with 200 life that regenerates 1 life every 3 seconds.\n\nNew pets can only be placed once every 3 real-time hours or if you kill a pet yourself to replace it.,Coffre contenant un seul animal de compagnie chiot mécanique avec 200 points de vie qui régénère 1 point de vie toutes les 3 secondes.\n\nLes nouveaux animaux de compagnie ne peuvent être placés qu'une fois toutes les 3 heures en temps réel ou si vous tuez vous-même un animal de compagnie pour le remplacer.,Cofre que contiene una sola mascota perro mecánica bebé con 200 vidas que regenera 1 vida cada 3 segundos.\n\nSolo se pueden colocar nuevas mascotas una vez cada 3 horas en tiempo real o si matas a una mascota tú mismo para reemplazarla.,"Truhe mit einem einzelnen mechanischen Hundebaby mit 200 Lebenspunkten, das alle 3 Sekunden 1 Lebenspunkt regeneriert.\n\nNeue Haustiere können nur einmal alle 3 Echtzeitstunden platziert werden oder wenn man ein Haustier selbst tötet, um es zu ersetzen.","Skrzynia zawierająca jednego małego mechanicznego psa z 200 punktami życia, który regeneruje 1 punkt życia co 3 sekundy.\n\nNowe zwierzęta można umieszczać tylko raz na 3 godziny czasu rzeczywistego lub jeśli sam zabijesz zwierzę, aby je zastąpić.",Baú contendo um único filhote de Cão Mecânico com 200 de vida que regenera 1 de vida a cada 3 segundos.\n\nNovos pets só podem ser colocados uma vez a cada 3 horas em tempo real ou se você matar um pet para substituí-lo.,"Сундук, содержащий одного детеныша — механическую собаку с 200 ед. жизни, которая восстанавливает 1 ед. жизни каждые 3 секунды.\n\nНовых питомцев можно добавлять только один раз каждые 3 часа реального времени или если вы сами убьете питомца, чтобы заменить его.",200 cana sahip ve her 3 saniyede 1 can yenileyen tek bir Mekanik Köpek Evcil Hayvanı yavrusu içeren sandık.\n\nYeni evcil hayvanlar yalnızca her 3 gerçek zamanlı saatte bir veya kendiniz bir evcil hayvanı öldürüp yenisini koymanız durumunda yerleştirilebilir.,包含一隻擁有150點生命值的幼型機械狗寵物，每3秒回復1點生命值。\n\n新寵物只能每3個現實小時放置一次，或者你自己殺死寵物來替換。
FuriousRamsayPetMechanicalLion,Baby Mechanical Lion Pet,Lionceau mécanique de compagnie,Mascota león mecánico bebé,Mechanisches Löwenbaby als Haustier,Mechaniczny Lew w kształcie dziecka,Leãozinho Mecânico de Estimação,Механический лев-питомец,Bebek Mekanik Aslan Evcil Hayvanı,幼型機械獅子寵物
FuriousRamsayPetMechanicalLionDesc,Chest containing a single baby Mechanical Lion Pet with 300 life that regenerates 1 life every 3 seconds.\n\nNew pets can only be placed once every 3 real-time hours or if you kill a pet yourself to replace it.,Coffre contenant un seul Lionceau mécanique de compagnie avec 300 points de vie qui régénère 1 point de vie toutes les 3 secondes.\n\nLes nouveaux animaux de compagnie ne peuvent être placés qu'une fois toutes les 3 heures en temps réel ou si vous tuez vous-même un animal de compagnie pour le remplacer.,Cofre que contiene una sola mascota bebé león mecánico con 300 vidas que regenera 1 vida cada 3 segundos.\n\nSolo se pueden colocar nuevas mascotas una vez cada 3 horas en tiempo real o si matas a una mascota tú mismo para reemplazarla.,"Truhe mit einem einzelnen mechanischen Löwenbaby mit 300 Lebenspunkten, das alle 3 Sekunden 1 Lebenspunkt regeneriert.\n\nNeue Haustiere können nur einmal alle 3 Echtzeitstunden platziert werden oder wenn man ein Haustier selbst tötet, um es zu ersetzen.","Skrzynia zawierająca jedno małe Mechaniczne Lwiątko z 300 punktami życia, które regeneruje 1 punkt życia co 3 sekundy.\n\nNowe zwierzątka można umieszczać tylko raz na 3 godziny czasu rzeczywistego lub jeśli zabijesz zwierzę, aby je zastąpić.",Baú contendo um único filhote de Leão Mecânico de estimação com 300 de vida que regenera 1 de vida a cada 3 segundos.\n\nNovos animais de estimação só podem ser colocados uma vez a cada 3 horas em tempo real ou se você matar um animal de estimação para substituí-lo.,"Сундук, содержащий одного детеныша — механического льва с 300 ед. жизни, который восстанавливает 1 ед. жизни каждые 3 секунды.\n\nНовых питомцев можно добавлять только один раз каждые 3 часа реального времени или если вы сами убьете питомца, чтобы заменить его.",300 cana sahip ve her 3 saniyede 1 can yenileyen tek bir Mekanik Aslan Pet yavrusu içeren sandık.\n\nYeni evcil hayvanlar yalnızca her 3 gerçek zamanlı saatte bir veya kendiniz bir evcil hayvanı öldürüp yenisini koymanız durumunda yerleştirilebilir.,包含一隻擁有300點生命值的幼型機械獅子寵物，每3秒回復1點生命值。\n\n新寵物只能每3個現實小時放置一次，或者你自己殺死寵物來替換。
FuriousRamsayPetMechanicalRabbit,Baby Mechanical Rabbit Pet,Lapereau mécanique de compagnie,Conejo mecánico bebé mascota,Mechanisches Baby-Kaninchen als Haustier,Mechaniczny Królik dla Dzieci,Coelho Mecânico Bebê de Estimação,Механический кролик-питомец,Bebek Mekanik Tavşan Evcil Hayvanı,幼型機械兔子寵物
FuriousRamsayPetMechanicalRabbitDesc,Chest containing a single baby Mechanical Rabbit Pet with 80 life that regenerates 1 life every 3 seconds.\n\nNew pets can only be placed once every 3 real-time hours or if you kill a pet yourself to replace it.,Coffre contenant un seul Lapereau mécanique avec 80 points de vie qui régénère 1 point de vie toutes les 3 secondes.\n\nLes nouveaux animaux de compagnie ne peuvent être placés qu'une fois toutes les 3 heures en temps réel ou si vous tuez vous-même un animal de compagnie pour le remplacer.,Cofre que contiene una sola mascota conejo mecánico bebé con 80 vidas que regenera 1 vida cada 3 segundos.\n\nSolo se pueden colocar nuevas mascotas una vez cada 3 horas en tiempo real o si matas a una mascota tú mismo para reemplazarla.,"Truhe mit einem einzelnen mechanischen Kaninchenbaby mit 80 Lebenspunkten, das alle 3 Sekunden 1 Lebenspunkt regeneriert.\n\nNeue Haustiere können nur einmal alle 3 Echtzeitstunden platziert werden oder wenn man ein Haustier selbst tötet, um es zu ersetzen.","Skrzynia zawierająca jednego małego mechanicznego królika z 80 punktami życia, który regeneruje 1 punkt życia co 3 sekundy.\n\nNowe zwierzaki można umieszczać tylko raz na 3 godziny czasu rzeczywistego lub jeśli sam zabijesz zwierzaka, aby go zastąpić.",Baú contendo um único Coelho Mecânico de Estimação bebê com 80 de vida que regenera 1 de vida a cada 3 segundos.\n\nNovos animais de estimação só podem ser colocados uma vez a cada 3 horas em tempo real ou se você matar um animal de estimação para substituí-lo.,"Сундук, содержащий одного детеныша механического кролика с 80 жизней, который восстанавливает 1 ед. жизни каждые 3 секунды.\n\nНовых питомцев можно добавлять только один раз каждые 3 часа реального времени или если вы сами убьете питомца, чтобы заменить его.",80 cana sahip ve her 3 saniyede 1 can yenileyen tek bir Mekanik Tavşan Evcil Hayvanı içeren sandık.\n\nYeni evcil hayvanlar yalnızca her 3 gerçek zamanlı saatte bir veya kendiniz bir evcil hayvanı öldürüp yenisini koymanız durumunda yerleştirilebilir.,包含一隻擁有80點生命值的幼型機械兔子寵物，每3秒回復1點生命值。\n\n新寵物只能每3個現實小時放置一次，或者你自己殺死寵物來替換。
FuriousRamsayPetMechanicalWolf,Baby Mechanical Wolf Pet,Louveteau mécanique de compagnie,Mascota bebé lobo mecánico,Mechanisches Wolfsbaby als Haustier,Mały mechaniczny wilk,Lobo Mecânico Bebê de Estimação,Механический питомец-волк,Bebek Mekanik Kurt Evcil Hayvanı,幼型機械狼寵物
FuriousRamsayPetMechanicalWolfDesc,Chest containing a single baby Mechanical Wolf Pet with 250 life that regenerates 1 life every 3 seconds.\n\nNew pets can only be placed once every 3 real-time hours or if you kill a pet yourself to replace it.,Coffre contenant un seul Louveteau mécanique avec 250 points de vie qui régénère 1 point de vie toutes les 3 secondes.\n\nLes nouveaux animaux de compagnie ne peuvent être placés qu'une fois toutes les 3 heures en temps réel ou si vous tuez vous-même un animal de compagnie pour le remplacer.,Cofre que contiene una sola mascota bebé lobo mecánico con 250 vidas que regenera 1 vida cada 3 segundos.\n\nSolo se pueden colocar nuevas mascotas una vez cada 3 horas en tiempo real o si matas a una mascota tú mismo para reemplazarla.,"Truhe mit einem einzelnen mechanischen Wolfsbaby als Haustier mit 250 Lebenspunkten, das alle 3 Sekunden 1 Lebenspunkt regeneriert.\n\nNeue Haustiere können nur einmal alle 3 Echtzeitstunden platziert werden oder wenn man ein Haustier selbst tötet, um es zu ersetzen.","Skrzynia zawierająca małego mechanicznego wilka z 250 punktami życia, który regeneruje 1 punkt życia co 3 sekundy.\n\nNowe zwierzęta można umieszczać tylko raz na 3 godziny czasu rzeczywistego lub jeśli sam zabijesz zwierzę, aby je zastąpić.","Baú contendo um único filhote de Lobo Mecânico de estimação com 250 de vida, que regenera 1 de vida a cada 3 segundos.\n\nNovos animais de estimação só podem ser colocados uma vez a cada 3 horas em tempo real ou se você matar um animal de estimação para substituí-lo.","Сундук, содержащий одного детеныша механического волка с 250 ед. жизни, который восстанавливает 1 ед. жизни каждые 3 секунды.\n\nНовых питомцев можно добавлять только один раз каждые 3 часа реального времени или если вы сами убьете питомца, чтобы заменить его.",250 cana sahip ve her 3 saniyede 1 can yenileyen tek bir Mekanik Kurt Evcil Hayvanı yavrusu içeren sandık.\n\nYeni evcil hayvanlar yalnızca her 3 gerçek zamanlı saatte bir veya kendiniz bir evcil hayvanı öldürüp yenisini koymanız durumunda yerleştirilebilir.,包含一隻擁有250點生命值的幼型機械狼寵物，每3秒回復1點生命值。\n\n新寵物只能每3個現實小時放置一次，或者你自己殺死寵物來替換。
FuriousRamsayPillCharisma,DNA Boost (Charisma),Boost d'ADN (Charisme),Aumento de ADN (Carisma),DNA-Boost (Charisma),Wzmocnienie DNA (Charyzma),Aumento de DNA (Carisma),Повышение ДНК (Харизма),DNA Güçlendirme (Karizma),DNA增幅（魅力）
FuriousRamsayPillCharismaDesc,"This boost will alter your genetic makeup, increasing your negotiation abilities","Ce boost modifiera votre constitution génétique, augmentant vos capacités de négociation","Este impulso alterará tu composición genética, aumentando tus habilidades de negociación.",Diese Verbesserung wird Ihre genetische Veranlagung verändern und Ihre Verhandlungsfähigkeiten steigern.,"To wzmocnienie zmieni Twój skład genetyczny, zwiększając Twoje zdolności negocjacyjne","Esse estímulo alterará sua composição genética, aumentando suas habilidades de negociação.","Это усиление изменит ваш генетический код, повысив ваши переговорные способности.",Bu destek genetik yapınızı değiştirecek ve müzakere yeteneklerinizi artıracaktır.,此增幅將改變你的基因構成，提升你的談判能力
FuriousRamsayPillConstitution,DNA Boost (Constitution),Augmentation de l'ADN (Constitution),Refuerzo de ADN (Constitución),DNA-Boost (Konstitution),Wzmocnienie DNA (Konstytucja),Reforço de DNA (Constituição),Повышение ДНК (конституция),DNA Boost (Anayasa),DNA增幅（體質）
FuriousRamsayPillConstitutionDesc,"This boost will alter your genetic makeup, increasing how resilient you are","Ce boost modifiera votre constitution génétique, augmentant ainsi votre résilience","Este impulso alterará tu composición genética, aumentando tu resiliencia.",Diese Stärkung wird Ihre genetische Ausstattung verändern und Ihre Widerstandsfähigkeit erhöhen.,"To wzmocnienie zmieni Twój skład genetyczny, zwiększając Twoją odporność","Esse estímulo alterará sua composição genética, aumentando sua resiliência.","Это усиление изменит вашу генетическую структуру, повысив вашу выносливость.",Bu destek genetik yapınızı değiştirecek ve ne kadar dayanıklı olduğunuzu artıracaktır.,此增幅將改變你的基因構成，提升你的韌性
FuriousRamsayPillDexterity,DNA Boost (Dexterity),Boost d'ADN (Dextérité),Mejora de ADN (Destreza),DNA-Boost (Geschicklichkeit),Wzmocnienie DNA (Zręczność),Aumento de DNA (Destreza),Повышение ДНК (ловкость),DNA Boost (El Becerisi),DNA增幅（敏捷）
FuriousRamsayPillDexterityDesc,"This boost will alter your genetic makeup, increasing how agile you are","Ce boost modifiera votre constitution génétique, augmentant votre agilité","Este impulso alterará tu composición genética, aumentando tu agilidad.",Diese Leistungssteigerung wird Ihre genetische Veranlagung verändern und Ihre Beweglichkeit erhöhen.,"To wzmocnienie zmieni Twój skład genetyczny, zwiększając Twoją zwinność","Esse estímulo alterará sua composição genética, aumentando sua agilidade.","Это усиление изменит вашу генетическую структуру, увеличив вашу ловкость.",Bu destek genetik yapınızı değiştirecek ve çevikliğinizi artıracaktır.,此增幅將改變你的基因構成，提升你的敏捷性
